,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t1_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t1_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t2_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t2_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t3_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t3_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t4_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t4_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t5_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t5_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t6_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t6_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t7_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t7_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t8_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t8_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t9_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t9_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t10_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t10_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t11_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t11_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t12_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t12_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t13_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t13_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t14_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t14_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t15_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t15_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t16_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t16_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t17_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t17_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t18_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t18_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t19_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t19_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t20_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t20_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t21_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t21_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t22_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t22_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t23_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t23_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t24_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t24_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t25_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t25_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t26_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t26_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t27_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t27_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t28_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t28_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t29_pval,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_t29_kfda,all_variables_ny_lmrandom_m500_basisw_dataconditionc2c3_univariate
0,1.0240545868423696e-160,729.7326976849956,2.3466896454512163e-161,739.7263885969835,5.089310543302204e-160,739.7303462659977,7.713060076363484e-159,739.968548909904,3.048969203948987e-159,747.2006710932516,3.655249818743722e-158,747.3424761626683,2.506050909276541e-157,748.4097433200784,2.685138904737998e-156,748.4124628015024,2.2159216475964745e-155,748.7985625872183,1.9774942918497055e-154,748.9015442477892,1.7563811734228428e-153,748.9021653777039,1.4842833342307622e-152,748.9024489948728,1.1988442091055382e-151,748.9024490138781,9.28763212612106e-151,748.9025877553064,6.924217889206653e-150,748.902680243443,4.979488021260692e-149,748.9035010007002,3.4631527203024366e-148,748.9046152996174,2.3356012050320776e-147,748.9047811677087,1.5296496929009593e-146,748.9047991696152,9.743527204494886e-146,748.904875368061,6.044635701580878e-145,748.9051764305707,3.6579288987762695e-144,748.9051791008862,2.1615161190821856e-143,748.9052114811388,1.2480725329740168e-142,748.9060777054594,7.054465397205646e-142,748.9060895782011,3.905227867702684e-141,748.9060902349488,2.1183728283141206e-140,748.9067744637554,1.1275304243765667e-139,748.906893879877,5.891676540708082e-139,748.9068961740896,1.0
1,1.6031909319821738e-145,659.8590564982388,5.003080873330542e-144,659.9243989876001,8.272782008599256e-143,660.3576155330308,1.0810656190418863e-141,660.7796926780301,1.2406122848968622e-140,661.1347501369136,1.259694733799482e-139,661.4880957561772,4.75057145294081e-139,663.6382082598811,4.647945584158659e-138,663.7033522097028,6.372665386073932e-138,667.5967546421979,5.499184134192496e-137,667.6520037962606,4.613650886988419e-136,667.6521201193545,3.6574749062297146e-135,667.66594324597,2.757287311636882e-134,667.6897494124275,2.0174047591151485e-133,667.6897872349256,1.4133934381060968e-132,667.6999444056254,9.602598005997315e-132,667.7000103825158,6.305639615036272e-131,667.7015861803801,3.2076205048844074e-130,668.162328897694,1.8628730571544366e-129,668.2922550540818,1.1090063040240445e-128,668.3146509252853,6.008263087382921e-128,668.4769932624067,3.3937306568767518e-127,668.5023428273512,1.8867996600366128e-126,668.5113431930625,5.834265011966786e-126,669.6865039224375,3.1141586445599737e-125,669.6896845345456,1.5264258153889735e-124,669.8264794790823,7.834516818417918e-124,669.8264967157786,3.944605601482961e-123,669.8264968290323,1.949642107786262e-122,669.8264990554591,1.0
